sample,step,train_loss,test_loss
2,-0.07,0.14114425760904947,0.2048711669921875
2,-0.06,0.10357502644856771,0.1656405578613281
2,-0.05,0.0767138905843099,0.13729530487060546
2,-0.04,0.05801673812866211,0.11725206604003906
2,-0.03,0.04549424006144206,0.10352924194335937
2,-0.02,0.03766288172403971,0.09460906982421875
2,-0.01,0.03338173993428548,0.08953618774414063
2,0.0,0.03194182497660319,0.08779664611816407
2,0.01,0.033250401306152345,0.08888838195800781
2,0.02,0.03706721102396647,0.09272099609375
2,0.03,0.0436625,0.09944898529052734
2,0.04,0.053601424153645834,0.109545556640625
2,0.05,0.06776199086507162,0.1239961212158203
2,0.06,0.08741985727945964,0.1442076171875
2,0.07,0.11429785817464193,0.17188379516601562
2,0.08,0.15071748911539715,0.20962590026855468
2,0.09,0.19970499064127603,0.260997802734375
2,0.1,0.26501492004394533,0.3298909851074219
3,-0.1,0.6786667907714844,0.7655589599609375
3,-0.09,0.4915962198893229,0.5768696655273438
3,-0.08,0.34830084838867187,0.4310190979003906
3,-0.07,0.2419497538248698,0.3213459228515625
3,-0.06,0.16558451639811197,0.24117699890136718
3,-0.05,0.11275140787760417,0.18427785034179686
3,-0.04,0.07747516810099284,0.14492239990234376
3,-0.03,0.054908292388916015,0.11851529235839844
3,-0.02,0.0413401735941569,0.10147563018798827
3,-0.01,0.03419480717976888,0.09166566619873047
3,0.0,0.03194182421366374,0.08779664611816407
3,0.01,0.03418891499837239,0.08906118316650391
3,0.02,0.041104624684651696,0.09548309478759766
3,0.03,0.05405270207722982,0.10787084503173829
3,0.04,0.07534896443684896,0.12801713562011718
3,0.05,0.10813218688964844,0.1591512985229492
3,0.06,0.15633782297770182,0.20537158508300782
3,0.07,0.22467937723795572,0.2714428527832031
3,0.08,0.318282725016276,0.3623530212402344
3,0.09,0.4425126627604167,0.48307891235351563
3,0.1,0.6030742309570313,0.6384891845703125
4,-0.1,0.5458023905436198,0.6217067016601563
4,-0.09,0.38309039713541665,0.4544882568359375
4,-0.08,0.26293380432128904,0.3297531555175781
4,-0.07,0.17874845784505208,0.24139402770996093
4,-0.06,0.12243526713053385,0.18189194641113282
4,-0.05,0.085937744140625,0.1432803421020508
4,-0.04,0.06251640218098958,0.1188344741821289
4,-0.03,0.04761387456258138,0.103587939453125
4,-0.02,0.0385015380859375,0.09432622985839843
4,-0.01,0.03357477251688639,0.08929163360595703
4,0.0,0.031941822560628254,0.08779665069580078
4,0.01,0.03356011161804199,0.0895953125
4,0.02,0.03835205052693685,0.09464322204589844
4,0.03,0.04691093393961589,0.10333086242675782
4,0.04,0.060075730641682944,0.1161947006225586
4,0.05,0.07881674448649088,0.13430466003417968
4,0.06,0.10416905721028646,0.15886583557128905
4,0.07,0.13759974975585937,0.19119944763183594
4,0.08,0.1807350067138672,0.23328374633789062
4,0.09,0.2354049102783203,0.2871935546875
4,0.1,0.30359546508789065,0.35507182006835936
5,-0.1,0.2962308685302734,0.34696362915039064
5,-0.09,0.22095333048502605,0.2743844573974609
5,-0.08,0.1647906000773112,0.22026707153320313
5,-0.07,0.12334712575276692,0.18019789123535157
5,-0.06,0.0930109405517578,0.15058376312255858
5,-0.05,0.0709841168721517,0.1287444091796875
5,-0.04,0.055178362274169925,0.11266405487060546
5,-0.03,0.0442621462504069,0.10103563079833984
5,-0.02,0.037188500467936196,0.09326068572998047
5,-0.01,0.03322563985188802,0.08890221405029297
5,0.0,0.031941824595133464,0.08779663848876954
5,0.01,0.0334445753733317,0.08975442199707032
5,0.02,0.03774631856282552,0.09487644348144532
5,0.03,0.045461756896972655,0.10359723358154296
5,0.04,0.057600697072347,0.1167018310546875
5,0.05,0.07561914240519206,0.13561550903320313
5,0.06,0.10167778574625651,0.16233356018066405
5,0.07,0.13877350209554037,0.19978076782226561
5,0.08,0.19040398763020833,0.2516651763916016
5,0.09,0.26048491719563804,0.32234749145507813
5,0.1,0.3534917928059896,0.4165378967285156
6,-0.1,0.35655221354166666,0.4611419738769531
6,-0.09,0.27481131896972655,0.3705853759765625
6,-0.08,0.2082492380777995,0.29614244384765626
6,-0.07,0.155030105082194,0.2360498046875
6,-0.06,0.11372419586181641,0.18868493041992188
6,-0.05,0.08303094228108723,0.1526810516357422
6,-0.04,0.06138691202799479,0.12670296173095702
6,-0.03,0.047015442403157554,0.10891123046875
6,-0.02,0.03817766558329264,0.0973456771850586
6,-0.01,0.03344948857625325,0.09059710693359375
6,0.0,0.03194182230631511,0.08779664916992187
6,0.01,0.03358207728068034,0.08869651031494141
6,0.02,0.03857760378519694,0.09346627349853516
6,0.03,0.047903576151529945,0.1026437484741211
6,0.04,0.06314425404866536,0.11757653656005859
6,0.05,0.08685229949951172,0.14114039306640624
6,0.06,0.12305430959065755,0.177584765625
6,0.07,0.1776146514892578,0.23311926879882813
6,0.08,0.2580115020751953,0.3151731567382812
6,0.09,0.3726676228841146,0.4320874755859375
6,0.1,0.5298305338541667,0.5924031005859375
7,-0.1,0.2705607716878255,0.3181448486328125
7,-0.09,0.20835133056640626,0.25739859924316405
7,-0.08,0.1592818598429362,0.21019580688476563
7,-0.07,0.1213003407796224,0.1739286102294922
7,-0.06,0.09244158477783203,0.1464238082885742
7,-0.05,0.07103279240926107,0.12593106231689452
7,-0.04,0.055510105895996094,0.11112658233642578
7,-0.03,0.04465283686319987,0.10056526641845703
7,-0.02,0.03749403127034505,0.09334686126708984
7,-0.01,0.03336507225036621,0.08914357299804687
7,0.0,0.031941823959350586,0.0877966567993164
7,0.01,0.033535121409098305,0.08936707763671875
7,0.02,0.03823926328023275,0.09429223785400391
7,0.03,0.046873427073160806,0.10344278259277344
7,0.04,0.06070108540852864,0.11804762268066406
7,0.05,0.0816397331237793,0.1400003952026367
7,0.06,0.112207470703125,0.1718376983642578
7,0.07,0.15567008870442708,0.21705136108398437
7,0.08,0.21600550638834634,0.27944988403320314
7,0.09,0.29766095581054686,0.3634602600097656
7,0.1,0.40541156005859375,0.4742457336425781
8,-0.1,0.2983132802327474,0.3715529113769531
8,-0.09,0.22345036315917968,0.29384158325195314
8,-0.08,0.16610815989176433,0.2340700164794922
8,-0.07,0.12314465840657553,0.18886032104492187
8,-0.06,0.09171797383626303,0.15556314697265625
8,-0.05,0.069329234568278,0.13144954528808594
8,-0.04,0.053825791676839194,0.11435514678955078
8,-0.03,0.04341367619832357,0.10255426177978516
8,-0.02,0.03679021174112956,0.09470316162109375
8,-0.01,0.03309918696085612,0.08989457702636719
8,0.0,0.031941824595133464,0.08779664154052734
8,0.01,0.033446645736694335,0.08834114532470703
8,0.02,0.037599401473999025,0.09169074249267578
8,0.03,0.044975989786783854,0.0982772186279297
8,0.04,0.05664190038045248,0.10902633209228516
8,0.05,0.07424768524169922,0.1254507339477539
8,0.06,0.10034334259033204,0.15017201843261718
8,0.07,0.13853408915201823,0.1872011474609375
8,0.08,0.19399766998291015,0.24190954284667968
8,0.09,0.27315853576660154,0.32092930297851563
8,0.1,0.38231324869791666,0.4310175354003906
9,-0.1,0.30094528503417967,0.3647088195800781
9,-0.09,0.22736572672526043,0.2916203857421875
9,-0.08,0.17046841125488282,0.23473250427246095
9,-0.07,0.12736881205240885,0.19125428466796876
9,-0.06,0.09540083134969075,0.15851134033203124
9,-0.05,0.07219374847412109,0.13423832702636718
9,-0.04,0.05576400095621745,0.11655148773193359
9,-0.03,0.04451710433959961,0.10391334075927734
9,-0.02,0.03728456586201986,0.09530711822509766
9,-0.01,0.03323020197550456,0.09008352661132812
9,0.0,0.03194182472229004,0.08779664916992187
9,0.01,0.03351246299743652,0.08825245208740234
9,0.02,0.03788237533569336,0.09170175323486328
9,0.03,0.045532793935139974,0.09857109985351563
9,0.04,0.05734916000366211,0.10939814147949219
9,0.05,0.07455434137980144,0.12539007873535157
9,0.06,0.09870206807454428,0.14825310668945313
9,0.07,0.1319558354695638,0.18032509155273438
9,0.08,0.1771460408528646,0.2242958770751953
9,0.09,0.237662553914388,0.2831324462890625
9,0.1,0.3173359039306641,0.36033811645507813
10,-0.1,0.3269170878092448,0.3740060302734375
10,-0.09,0.2407541707356771,0.291457666015625
10,-0.08,0.17738888092041016,0.23057799377441407
10,-0.07,0.13128721567789714,0.18598025817871094
10,-0.06,0.09793588841756184,0.15344913940429689
10,-0.05,0.07402942937215169,0.1296198959350586
10,-0.04,0.05710637715657552,0.11247696380615234
10,-0.03,0.045442751948038734,0.10064769744873046
10,-0.02,0.03783210334777832,0.09298350982666016
10,-0.01,0.033476109568278,0.08881271514892577
10,0.0,0.031941823450724285,0.08779664764404296
10,0.01,0.03332546869913737,0.08980979461669922
10,0.02,0.037580078887939454,0.09493506317138672
10,0.03,0.045200563939412436,0.10361417083740235
10,0.04,0.05713498509724935,0.11680233917236328
10,0.05,0.0748213383992513,0.1358469497680664
10,0.06,0.10024831899007161,0.1626353973388672
10,0.07,0.13605894470214844,0.2001618103027344
10,0.08,0.18581021423339844,0.2520150146484375
10,0.09,0.2542660522460938,0.322900634765625
10,0.1,0.34712720540364583,0.418475390625
11,-0.1,0.2040730763753255,0.250528515625
11,-0.09,0.15724781545003255,0.20783372497558594
11,-0.08,0.12174021250406901,0.1753018524169922
11,-0.07,0.09498376998901367,0.1504580627441406
11,-0.06,0.07492970606486003,0.13158649444580078
11,-0.05,0.05998256378173828,0.11731767120361328
11,-0.04,0.048962957382202146,0.10651051940917969
11,-0.03,0.04113597666422526,0.098436962890625
11,-0.02,0.03591520932515462,0.09276025848388672
11,-0.01,0.032916286341349285,0.08922025909423828
11,0.0,0.03194182370503743,0.0877966537475586
11,0.01,0.03322395922342936,0.08837613830566406
11,0.02,0.03674912961324056,0.0911995590209961
11,0.03,0.04306227378845215,0.09670793914794922
11,0.04,0.052984120178222655,0.10575637512207031
11,0.05,0.0677542226155599,0.1195498291015625
11,0.06,0.08888914286295573,0.13936693878173828
11,0.07,0.11822050476074218,0.1669240234375
11,0.08,0.15809893391927082,0.2043063995361328
11,0.09,0.21120158081054688,0.25427427062988284
11,0.1,0.2804537445068359,0.320199658203125
12,-0.1,0.3317595184326172,0.41552218017578124
12,-0.09,0.24507832234700522,0.32131027221679687
12,-0.08,0.17951293080647787,0.250415576171875
12,-0.07,0.13123132781982422,0.19836388549804687
12,-0.06,0.09653640619913736,0.16081686096191405
12,-0.05,0.07214116566975912,0.13420083618164064
12,-0.04,0.05536477025349935,0.11561534881591796
12,-0.03,0.044183362833658854,0.10297320556640625
12,-0.02,0.037133053334554036,0.09469430084228515
12,-0.01,0.03323545049031575,0.08984293670654298
12,0.0,0.031941823069254555,0.08779664764404296
12,0.01,0.0332408997853597,0.088296728515625
12,0.02,0.03688751538594564,0.09132049407958985
12,0.03,0.04314180196126302,0.09695403747558594
12,0.04,0.05248937479654948,0.10574957885742188
12,0.05,0.06568509470621745,0.1182385284423828
12,0.06,0.0837847183227539,0.13518435974121093
12,0.07,0.10823380889892578,0.1577954833984375
12,0.08,0.1409769556681315,0.18782641296386718
12,0.09,0.18454012552897137,0.22772715759277343
12,0.1,0.2418772979736328,0.28036273803710937
13,-0.1,0.6148388549804688,0.694802099609375
13,-0.09,0.4471686258951823,0.5215824401855469
13,-0.08,0.31880074361165367,0.38866800537109375
13,-0.07,0.2235866007486979,0.28992182006835937
13,-0.06,0.15503814137776692,0.2191871887207031
13,-0.05,0.10718062896728515,0.1695961944580078
13,-0.04,0.07487209879557291,0.1356304885864258
13,-0.03,0.05384995473225911,0.11317842407226562
13,-0.02,0.04103084513346354,0.0990148178100586
13,-0.01,0.0342053524017334,0.09092215576171875
13,0.0,0.03194182383219401,0.08779663696289063
13,0.01,0.03385691947937012,0.08906939544677735
13,0.02,0.03991972974141439,0.09492919006347657
13,0.03,0.050881032307942706,0.10603241271972656
13,0.04,0.0679965934753418,0.12352414093017579
13,0.05,0.0931937001546224,0.14919050445556642
13,0.06,0.12882471415201824,0.1856590026855469
13,0.07,0.177331814066569,0.2362043243408203
13,0.08,0.24120574340820314,0.30359720458984374
13,0.09,0.3225552947998047,0.38995653076171877
13,0.1,0.4231492940266927,0.49690963134765626
14,-0.1,0.6964524637858073,0.7628526489257812
14,-0.09,0.5009086385091146,0.56190947265625
14,-0.08,0.35134121398925783,0.40865518188476563
14,-0.07,0.24146759134928386,0.29683634643554685
14,-0.06,0.1639215545654297,0.21873726196289062
14,-0.05,0.11121871846516927,0.1656178436279297
14,-0.04,0.07648034261067709,0.1304290771484375
14,-0.03,0.05437792510986328,0.10818245086669921
14,-0.02,0.04111953328450521,0.0951405532836914
14,-0.01,0.0341663148244222,0.0887282730102539
14,0.0,0.03194182421366374,0.08779664764404296
14,0.01,0.03421815045674642,0.09210216369628907
14,0.02,0.04152024676005046,0.10244072265625
14,0.03,0.055713639068603514,0.12057408294677735
14,0.04,0.08013359883626302,0.1498450927734375
14,0.05,0.11929806009928386,0.19431333618164062
14,0.06,0.1783898681640625,0.25942727661132814
14,0.07,0.2621132303873698,0.35056024780273437
14,0.08,0.37449202677408855,0.47216439819335937
14,0.09,0.5188496317545573,0.62646728515625
14,0.1,0.6969901977539062,0.8149349487304688
15,-0.1,0.2634998504638672,0.32110537109375
15,-0.09,0.19801608428955078,0.25543264465332033
15,-0.08,0.14856826985677082,0.2063251953125
15,-0.07,0.1118408930460612,0.17019697570800782
15,-0.06,0.08493712031046549,0.1437331771850586
15,-0.05,0.0655203010559082,0.1244316131591797
15,-0.04,0.05181470108032227,0.11051869354248046
15,-0.03,0.04245595067342122,0.10061053466796875
15,-0.02,0.03642645263671875,0.0938251480102539
15,-0.01,0.0330486198425293,0.08961899871826172
15,0.0,0.03194182573954264,0.08779663543701172
15,0.01,0.03327912419637044,0.08829189529418946
15,0.02,0.03703037745157878,0.09123763732910156
15,0.03,0.043633224232991534,0.09702337341308594
15,0.04,0.05391776351928711,0.10647548065185547
15,0.05,0.06934439595540365,0.12090436553955078
15,0.06,0.09226062901814779,0.14252418212890625
15,0.07,0.12656569061279296,0.17488800048828124
15,0.08,0.1784766896565755,0.22367176818847656
15,0.09,0.2565310150146484,0.29752247314453123
15,0.1,0.3696400349934896,0.40659063720703126
16,-0.1,0.4872074930826823,0.567074365234375
16,-0.09,0.3500110697428385,0.4299708435058594
16,-0.08,0.24795772705078126,0.3260654541015625
16,-0.07,0.1746147013346354,0.24955004272460937
16,-0.06,0.12320364583333333,0.19415027465820311
16,-0.05,0.08775819778442383,0.1548467803955078
16,-0.04,0.06377647959391276,0.12756282043457032
16,-0.03,0.04815311330159505,0.10914076843261719
16,-0.02,0.038584183502197264,0.09730804443359375
16,-0.01,0.033485405985514326,0.09049153747558594
16,0.0,0.03194182434082031,0.08779665069580078
16,0.01,0.03388491706848144,0.08911177673339844
16,0.02,0.03936442845662435,0.09464903717041015
16,0.03,0.04920102221171061,0.10485172882080078
16,0.04,0.06485433781941732,0.12076771850585938
16,0.05,0.08831140747070312,0.1441976104736328
16,0.06,0.12217420501708984,0.17810252380371094
16,0.07,0.16982499440511067,0.22625235900878907
16,0.08,0.23536243286132813,0.29279274291992186
16,0.09,0.32330735778808595,0.38157673950195314
16,0.1,0.43788043416341144,0.496344970703125
17,-0.1,0.4181613057454427,0.46135770874023435
17,-0.09,0.2961102559407552,0.3421207763671875
17,-0.08,0.20828131917317708,0.2564696929931641
17,-0.07,0.14668251597086587,0.19688921813964844
17,-0.06,0.10453356119791667,0.15628694763183593
17,-0.05,0.07624923400878907,0.12890050811767578
17,-0.04,0.057482293701171874,0.11058259429931641
17,-0.03,0.04527247708638509,0.0987443099975586
17,-0.02,0.037691203689575195,0.09171696014404297
17,-0.01,0.03348159548441569,0.08827625732421875
17,0.0,0.03194182383219401,0.08779665832519531
17,0.01,0.033031627146402995,0.09007216186523437
17,0.02,0.03666390151977539,0.09540665588378906
17,0.03,0.04337651774088542,0.1044760726928711
17,0.04,0.05404340642293294,0.11810169982910156
17,0.05,0.06980306828816732,0.13736251220703125
17,0.06,0.09222242965698242,0.16352088317871094
17,0.07,0.12333037618001302,0.19897576599121095
17,0.08,0.1654144785563151,0.24634385986328125
17,0.09,0.22124261271158854,0.30798639221191404
17,0.1,0.2940319447835286,0.38705289916992186
18,-0.1,0.47257718098958335,0.5213481201171875
18,-0.09,0.35505133056640625,0.4074017639160156
18,-0.08,0.26260340169270835,0.31748585815429686
18,-0.07,0.19169889017740885,0.24806914672851563
18,-0.06,0.13854846954345704,0.19572305297851564
18,-0.05,0.09973387629191081,0.15706259765625
18,-0.04,0.07219769973754883,0.1291858154296875
18,-0.03,0.05331728871663412,0.10977679443359376
18,-0.02,0.041098728561401364,0.09705460510253906
18,-0.01,0.03423229382832845,0.0899090087890625
18,0.0,0.03194182484944662,0.08779665222167969
18,0.01,0.03436155471801758,0.09059599914550781
18,0.02,0.04202721061706543,0.09923960418701172
18,0.03,0.057047632598876956,0.11603498840332031
18,0.04,0.08366765594482421,0.14499990844726562
18,0.05,0.12932779083251952,0.1933231140136719
18,0.06,0.205250678507487,0.27204755859375
18,0.07,0.3240417744954427,0.3943410522460937
18,0.08,0.49372421671549477,0.5679710693359376
18,0.09,0.714933349609375,0.7934282958984376
18,0.1,0.9838560384114583,1.0668261962890624
19,-0.1,0.18312662963867188,0.24474332275390626
19,-0.09,0.14410388844807942,0.20633399047851564
19,-0.08,0.1136270985921224,0.17628111572265626
19,-0.07,0.09002066701253256,0.15270706176757812
19,-0.06,0.07186763636271158,0.13409411926269532
19,-0.05,0.05812032725016276,0.11949359893798828
19,-0.04,0.04792103131612142,0.10821875152587891
19,-0.03,0.04062405433654785,0.09978536224365234
19,-0.02,0.03574853922526042,0.09370779113769531
19,-0.01,0.032921818161010745,0.08973810577392578
19,0.0,0.03194182370503743,0.0877966552734375
19,0.01,0.03301519838968913,0.08788447875976563
19,0.02,0.03603914705912272,0.0901492919921875
19,0.03,0.04132338663736979,0.09495116729736328
19,0.04,0.04943183822631836,0.1028055389404297
19,0.05,0.06124237670898437,0.1144994873046875
19,0.06,0.07803223876953125,0.13140568542480469
19,0.07,0.10162948150634765,0.155434765625
19,0.08,0.1346640370686849,0.18871044311523438
19,0.09,0.1803892552693685,0.23381462707519532
19,0.1,0.24235008646647135,0.29376126708984374
20,-0.1,0.2413402109781901,0.30179656982421876
20,-0.09,0.18768962097167968,0.2482214324951172
20,-0.08,0.14525406341552735,0.20579120788574218
20,-0.07,0.11212907816569011,0.17243974609375
20,-0.06,0.08667581024169922,0.14657760009765625
20,-0.05,0.06748533681233725,0.12676537780761718
20,-0.04,0.05339631449381511,0.1119833511352539
20,-0.03,0.04346582387288411,0.10128240966796875
20,-0.02,0.0369180534362793,0.0939801742553711
20,-0.01,0.03318262138366699,0.08957241821289062
20,0.0,0.03194182319641113,0.08779665222167969
20,0.01,0.03332990493774414,0.08866425018310548
20,0.02,0.03728561553955078,0.0923462173461914
20,0.03,0.04420222447713216,0.09918755798339844
20,0.04,0.05487324829101563,0.10972178649902344
20,0.05,0.07051395085652669,0.12504766540527343
20,0.06,0.09291276550292969,0.14657739868164063
20,0.07,0.12442147928873698,0.17680965576171875
20,0.08,0.16812246602376302,0.21906976623535157
20,0.09,0.22794483133951823,0.2772223846435547
20,0.1,0.3083659138997396,0.3556757080078125
21,-0.1,0.6012068481445313,0.6628409545898437
21,-0.09,0.4160556437174479,0.47392843017578123
21,-0.08,0.2821351084391276,0.3382964599609375
21,-0.07,0.19020895182291667,0.24634481201171876
21,-0.06,0.1294599599202474,0.18595553283691407
21,-0.05,0.09004770584106446,0.14652637329101562
21,-0.04,0.06471387939453126,0.12073831481933593
21,-0.03,0.04869473317464193,0.10416788940429687
21,-0.02,0.038966507212320964,0.09409860229492187
21,-0.01,0.03369095420837402,0.0889315658569336
21,0.0,0.03194182421366374,0.08779664001464844
21,0.01,0.03352954877217611,0.09025933837890625
21,0.02,0.038347634251912434,0.09633500671386719
21,0.03,0.04698187929789225,0.10638162078857422
21,0.04,0.06041111246744792,0.12114336700439453
21,0.05,0.07998544921875,0.1415799530029297
21,0.06,0.10739146779378256,0.16911116638183593
21,0.07,0.14474107309977213,0.20591220092773438
21,0.08,0.19442478688557943,0.25473534545898435
21,0.09,0.25903629353841146,0.31790574951171874
21,0.1,0.34131358337402345,0.3985919494628906
22,-0.1,0.8481832478841146,0.8860769409179687
22,-0.09,0.6204395975748698,0.6660175537109375
22,-0.08,0.43603388061523435,0.4881095520019531
22,-0.07,0.29356600850423176,0.34951148681640626
22,-0.06,0.19030770111083983,0.2471051727294922
22,-0.05,0.12123727060953776,0.17738878173828124
22,-0.04,0.07868388926188151,0.13427030334472656
22,-0.03,0.054157135772705076,0.10943988494873047
22,-0.02,0.04068641115824381,0.09559891052246093
22,-0.01,0.033997618103027344,0.08889810028076171
22,0.0,0.031941825103759765,0.08779664916992187
22,0.01,0.03411391919453939,0.0920171142578125
22,0.02,0.04090352783203125,0.10230311431884766
22,0.03,0.053838853708903,0.12023490295410157
22,0.04,0.07534691721598308,0.14834980773925782
22,0.05,0.10888313802083334,0.19019169921875
22,0.06,0.15845939127604167,0.2501150695800781
22,0.07,0.22792457275390626,0.3318529479980469
22,0.08,0.3202277099609375,0.4384653869628906
22,0.09,0.4376156290690104,0.5719736328125
22,0.1,0.5820924112955729,0.7341930053710938
23,-0.1,0.3180939249674479,0.392798779296875
23,-0.09,0.234801171875,0.306027490234375
23,-0.08,0.17249611307779947,0.24055636291503907
23,-0.07,0.12688307698567708,0.19249276733398438
23,-0.06,0.0941028071085612,0.15765925903320313
23,-0.05,0.07093204243977864,0.13269830322265624
23,-0.04,0.05489948857625326,0.11507480010986328
23,-0.03,0.04407187754313151,0.10283251800537109
23,-0.02,0.03715558878580729,0.09457383117675781
23,-0.01,0.03327858009338379,0.08962709045410157
23,0.0,0.03194182421366374,0.08779665222167969
23,0.01,0.03328848698933919,0.08887476348876953
23,0.02,0.03729283447265625,0.09291465911865235
23,0.03,0.04445319137573242,0.10030099334716797
23,0.04,0.05567877655029297,0.1117958755493164
23,0.05,0.0724651362101237,0.1288014633178711
23,0.06,0.09708326059977214,0.15338642883300782
23,0.07,0.1328025451660156,0.18894409790039063
23,0.08,0.18376856994628907,0.23972965698242188
23,0.09,0.25476028747558593,0.31059447021484377
23,0.1,0.3510881134033203,0.40648646240234376
24,-0.1,0.3487940185546875,0.39425665283203126
24,-0.09,0.26306458841959635,0.3140080993652344
24,-0.08,0.19639518330891928,0.2511857452392578
24,-0.07,0.1456928731282552,0.20248824462890624
24,-0.06,0.10794105072021484,0.1656086944580078
24,-0.05,0.08046390024820964,0.1383499481201172
24,-0.04,0.06087110163370768,0.11843928985595703
24,-0.03,0.047337508900960286,0.10418789520263672
24,-0.02,0.03855306816101074,0.09469344177246093
24,-0.01,0.033608938598632815,0.08934106750488281
24,0.0,0.03194182370503743,0.08779664916992187
24,0.01,0.03368443298339844,0.09034657135009766
24,0.02,0.03922961591084798,0.09772333679199219
24,0.03,0.05016906229654948,0.1118754638671875
24,0.04,0.06958938547770183,0.13689241943359376
24,0.05,0.10285676676432291,0.17810878601074218
24,0.06,0.1568769739786784,0.24180034790039062
24,0.07,0.23819384155273438,0.3343717041015625
24,0.08,0.35150349731445313,0.45972538452148437
24,0.09,0.5000404215494791,0.6207589965820313
24,0.1,0.6869430216471354,0.8198032836914062
25,-0.1,0.31111034545898436,0.367030908203125
25,-0.09,0.23068851216634115,0.2886303405761719
25,-0.08,0.17057224629720052,0.22889718322753907
25,-0.07,0.12635296630859374,0.18414220275878906
25,-0.06,0.09425680592854818,0.15130502319335937
25,-0.05,0.07133045501708984,0.1276984878540039
25,-0.04,0.0552548583984375,0.1111194351196289
25,-0.03,0.044285815811157224,0.0997674575805664
25,-0.02,0.0372329293568929,0.09246038360595703
25,-0.01,0.03326924324035645,0.0885964370727539
25,0.0,0.03194182332356771,0.08779664916992187
25,0.01,0.03325710678100586,0.08980013885498046
25,0.02,0.037123412958780924,0.09484442443847656
25,0.03,0.04397026812235514,0.10311050567626953
25,0.04,0.054609840901692706,0.11510081024169921
25,0.05,0.07011628138224284,0.13191640472412108
25,0.06,0.09189236577351888,0.15502652282714843
25,0.07,0.12159767201741536,0.1860952362060547
25,0.08,0.16114906209309895,0.22731531372070313
25,0.09,0.2127277069091797,0.28108002014160155
25,0.1,0.2786184743245443,0.3498173278808594
26,-0.1,0.6202397176106771,0.6999952026367188
26,-0.09,0.4544857055664063,0.5268731994628906
26,-0.08,0.32744217122395836,0.394049658203125
26,-0.07,0.23231934916178384,0.2952001220703125
26,-0.06,0.16258653717041016,0.223440087890625
26,-0.05,0.11277499135335287,0.17228441467285155
26,-0.04,0.07837148462931315,0.1365640869140625
26,-0.03,0.05574483744303385,0.11267618255615235
26,-0.02,0.041845325978597005,0.09785050964355468
26,-0.01,0.0343592342376709,0.08992657470703125
26,0.0,0.03194182357788086,0.08779665069580078
26,0.01,0.0345565626780192,0.09136698150634766
26,0.02,0.043010789744059245,0.10158408660888672
26,0.03,0.059731088256835936,0.12090768585205078
26,0.04,0.08864425710042317,0.15304925537109376
26,0.05,0.1353108627319336,0.20348479309082032
26,0.06,0.2066714538574219,0.2795819458007813
26,0.07,0.3107320119222005,0.3892880920410156
26,0.08,0.454899853515625,0.5392892395019532
26,0.09,0.6452334411621093,0.736493212890625
26,0.1,0.8867374796549479,0.9869771728515625
27,-0.1,0.3021405497233073,0.3650295654296875
27,-0.09,0.22812655131022136,0.28771629638671875
27,-0.08,0.1711943115234375,0.22835245971679688
27,-0.07,0.12827291666666665,0.1841124267578125
27,-0.06,0.0964440434773763,0.15178839874267577
27,-0.05,0.07314356689453125,0.12852115783691406
